target_d,method,variable,station_id,zone,mae,rmse,smape,hit10,total_relative_error,share_l1
7,base1,combined,S021,Commercial/Transit (商业与交通枢纽区),1.7291666666666667,2.3496453633119474,0.3871035822186717,0.2708333333333333,0.04230769230769231,0.32517763361136853
7,base2,borrow,S021,Commercial/Transit (商业与交通枢纽区),1.8333333333333333,2.4324199198877374,0.4496406208170914,0.25,0.23076923076923078,0.2711538461538462
7,base2,return,S021,Commercial/Transit (商业与交通枢纽区),2.0,2.6457513110645907,0.6034949169188298,0.25,0.26153846153846155,0.30656660412757974
7,base2,combined,S021,Commercial/Transit (商业与交通枢纽区),1.9166666666666667,2.5413251136628174,0.5265677688679608,0.25,0.24615384615384617,0.28945868945868947
7,model,borrow,S021,Commercial/Transit (商业与交通枢纽区),1.6666666666666667,2.273030282830976,0.3369961075204042,0.25,0.06153846153846154,0.296098104793757
7,model,return,S021,Commercial/Transit (商业与交通枢纽区),1.7083333333333333,2.3540744819709225,0.3796480793763402,0.2916666666666667,0.1,0.3104895104895105
7,model,combined,S021,Commercial/Transit (商业与交通枢纽区),1.6875,2.3139072294858036,0.35832209344837224,0.2708333333333333,0.08076923076923077,0.3020531070353134
7,base1,borrow,S022,Recreational/Public (休闲与公共设施区),2.2916666666666665,2.908321394435858,0.6339643152000132,0.20833333333333334,0.03787878787878788,0.4241231209735147
7,base1,return,S022,Recreational/Public (休闲与公共设施区),2.0416666666666665,2.6848339489311686,0.6913188124984799,0.20833333333333334,0.2,0.34827586206896555
7,base1,combined,S022,Recreational/Public (休闲与公共设施区),2.1666666666666665,2.798809270624444,0.6626415638492466,0.20833333333333334,0.12274368231046931,0.38995112240198476
7,base2,borrow,S022,Recreational/Public (休闲与公共设施区),1.4583333333333333,1.9895560643855537,0.5063203704508052,0.2916666666666667,0.09848484848484848,0.271055381400209
7,base2,return,S022,Recreational/Public (休闲与公共设施区),1.0833333333333333,1.4433756729740645,0.5222970266448527,0.375,0.013793103448275862,0.18172172654931276
7,base2,combined,S022,Recreational/Public (休闲与公共设施区),1.2708333333333333,1.7380544678845176,0.514308698547829,0.3333333333333333,0.039711191335740074,0.22380164460489366
7,model,borrow,S022,Recreational/Public (休闲与公共设施区),1.875,2.406588179698942,0.5543806435110783,0.25,0.007575757575757576,0.3413078149920255
7,model,return,S022,Recreational/Public (休闲与公共设施区),1.6666666666666667,2.160246899469287,0.603159980589648,0.25,0.15172413793103448,0.26576955424726667
7,model,combined,S022,Recreational/Public (休闲与公共设施区),1.7708333333333333,2.286737122335374,0.5787703120503632,0.25,0.07581227436823104,0.31752030685920574
7,base1,borrow,S023,Recreational/Public (休闲与公共设施区),2.375,2.850438562747845,0.859859879081847,0.20833333333333334,0.14049586776859505,0.44460414420888733
7,base1,return,S023,Recreational/Public (休闲与公共设施区),2.2083333333333335,3.115819849306653,0.49943481808470364,0.20833333333333334,0.19327731092436976,0.39590484080956323
7,base1,combined,S023,Recreational/Public (休闲与公共设施区),2.2916666666666665,2.9860788111948193,0.6796473485832754,0.20833333333333334,0.16666666666666666,0.42142857142857143
7,base2,borrow,S023,Recreational/Public (休闲与公共设施区),1.75,2.140872096444188,0.6077763947712796,0.16666666666666666,0.19834710743801653,0.29068110572812766
7,base2,return,S023,Recreational/Public (休闲与公共设施区),1.9166666666666667,2.7688746209726918,0.5652311706181675,0.2916666666666667,0.20168067226890757,0.35987541869894807
7,base2,combined,S023,Recreational/Public (休闲与公共设施区),1.8333333333333333,2.4748737341529163,0.5865037826947236,0.22916666666666666,0.2,0.325
7,model,borrow,S023,Recreational/Public (休闲与公共设施区),2.125,2.5413251136628174,0.8323268921095007,0.20833333333333334,0.15702479338842976,0.3861865407319953
7,model,return,S023,Recreational/Public (休闲与公共设施区),2.125,2.9368350311176825,0.5003121878121878,0.20833333333333334,0.19327731092436976,0.3818203337673097
7,model,combined,S023,Recreational/Public (休闲与公共设施区),2.125,2.74620950888068,0.6663195399608443,0.20833333333333334,0.175,0.3851063829787234
7,base1,borrow,S024,Commercial/Transit (商业与交通枢纽区),1.6666666666666667,1.9790570145063195,0.697779916162269,0.125,0.07936507936507936,0.29761904761904756
7,base1,return,S024,Commercial/Transit (商业与交通枢纽区),1.75,2.362907813126304,0.358715087247696,0.3333333333333333,0.0,0.3157894736842105
7,base1,combined,S024,Commercial/Transit (商业与交通枢纽区),1.7083333333333333,2.179449471770337,0.5282475017049825,0.22916666666666666,0.03861003861003861,0.3127269595671083
7,base2,borrow,S024,Commercial/Transit (商业与交通枢纽区),1.7916666666666667,2.5576682088704676,0.5297522004139651,0.4166666666666667,0.2777777777777778,0.2608695652173913
7,base2,return,S024,Commercial/Transit (商业与交通枢纽区),1.9583333333333333,2.5248762345905194,0.4976798740573103,0.25,0.23308270676691728,0.26480836236933797
7,base2,combined,S024,Commercial/Transit (商业与交通枢纽区),1.875,2.5413251136628174,0.5137160372356377,0.3333333333333333,0.2548262548262548,0.2628571428571429
7,model,borrow,S024,Commercial/Transit (商业与交通枢纽区),1.5833333333333333,1.848422751068236,0.6191131065357072,0.08333333333333333,0.12698412698412698,0.2591102168566957
7,model,return,S024,Commercial/Transit (商业与交通枢纽区),1.5833333333333333,2.23606797749979,0.32442057414126335,0.3333333333333333,0.09022556390977443,0.2701581540057039
7,model,combined,S024,Commercial/Transit (商业与交通枢纽区),1.5833333333333333,2.0514222708485286,0.47176684033848515,0.20833333333333334,0.10810810810810811,0.26725680384216965
7,base1,borrow,S025,Recreational/Public (休闲与公共设施区),2.2083333333333335,2.8795254238618324,0.7551411636079828,0.20833333333333334,0.0546875,0.4144675925925926
7,base1,return,S025,Recreational/Public (休闲与公共设施区),1.6666666666666667,2.140872096444188,0.3973362078238239,0.20833333333333334,0.09523809523809523,0.2685284640171858
7,base1,combined,S025,Recreational/Public (休闲与公共设施区),1.9375,2.537222891273055,0.5762386857159033,0.20833333333333334,0.025454545454545455,0.34274084124830395
7,base2,borrow,S025,Recreational/Public (休闲与公共设施区),1.75,2.345207879911715,0.7337433701564136,0.25,0.125,0.3350694444444444
7,base2,return,S025,Recreational/Public (休闲与公共设施区),1.2916666666666667,1.7677669529663689,0.410284890900833,0.3333333333333333,0.034013605442176874,0.22190284564530036
7,base2,combined,S025,Recreational/Public (休闲与公共设施区),1.5208333333333333,2.0766559657295187,0.5720141305286233,0.2916666666666667,0.04,0.26825174825174825
7,model,borrow,S025,Recreational/Public (休闲与公共设施区),2.0,2.6299556396765835,0.7384313637460092,0.25,0.09375,0.37946428571428575
7,model,return,S025,Recreational/Public (休闲与公共设施区),1.4166666666666667,1.7559422921421233,0.3704502247265405,0.20833333333333334,0.08163265306122448,0.22464096749811036
7,model,combined,S025,Recreational/Public (休闲与公共设施区),1.7083333333333333,2.23606797749979,0.5544407942362747,0.22916666666666666,0.0,0.29818181818181816
7,base1,borrow,S026,Recreational/Public (休闲与公共设施区),1.625,2.3717082451262845,0.3933631460359486,0.4166666666666667,0.06766917293233082,0.3096046568032986
7,base1,return,S026,Recreational/Public (休闲与公共设施区),2.3333333333333335,2.9011491975882016,0.6476040926737521,0.16666666666666666,0.11851851851851852,0.45365701836290073
7,base1,combined,S026,Recreational/Public (休闲与公共设施区),1.9791666666666667,2.6496855159307744,0.5204836193548502,0.2916666666666667,0.09328358208955224,0.3819482832749831
7,base2,borrow,S026,Recreational/Public (休闲与公共设施区),1.4166666666666667,1.7320508075688772,0.5613942317746666,0.25,0.09022556390977443,0.25999481462276375
7,base2,return,S026,Recreational/Public (休闲与公共设施区),1.4166666666666667,1.8027756377319946,0.583669618172916,0.25,0.044444444444444446,0.24397163120567378
7,base2,combined,S026,Recreational/Public (休闲与公共设施区),1.4166666666666667,1.7677669529663689,0.5725319249737914,0.25,0.06716417910447761,0.24950422711616738
7,model,borrow,S026,Recreational/Public (休闲与公共设施区),1.375,1.8819316317727024,0.3644240711216415,0.3333333333333333,0.022556390977443608,0.25228455754771545
7,model,return,S026,Recreational/Public (休闲与公共设施区),1.875,2.3540744819709225,0.5562633087013892,0.20833333333333334,0.06666666666666667,0.3544973544973545
7,model,combined,S026,Recreational/Public (休闲与公共设施区),1.625,2.131118642090737,0.46034368991151525,0.2708333333333333,0.04477611940298507,0.30223880597014924
7,base1,borrow,S027,Recreational/Public (休闲与公共设施区),1.9166666666666667,2.5,0.45172731857514464,0.25,0.1724137931034483,0.39655172413793105
7,base1,return,S027,Recreational/Public (休闲与公共设施区),1.6666666666666667,2.101586702153082,0.5675654212870415,0.16666666666666666,0.03333333333333333,0.3231182795698925
7,base1,combined,S027,Recreational/Public (休闲与公共设施区),1.7916666666666667,2.309401076758503,0.509646369931093,0.20833333333333334,0.1016949152542373,0.3520208604954368
7,base2,borrow,S027,Recreational/Public (休闲与公共设施区),1.7083333333333333,2.2453655975512468,0.5717895394365983,0.25,0.25,0.2931034482758621
7,base2,return,S027,Recreational/Public (休闲与公共设施区),1.5416666666666667,2.091650066335189,0.38672388400649266,0.375,0.19166666666666668,0.2715617715617716
7,base2,combined,S027,Recreational/Public (休闲与公共设施区),1.625,2.169869427715256,0.47925671172154544,0.3125,0.22033898305084745,0.2796610169491526
7,model,borrow,S027,Recreational/Public (休闲与公共设施区),1.7916666666666667,2.282177322938192,0.4201747326747327,0.20833333333333334,0.19827586206896552,0.3318035226990821
7,model,return,S027,Recreational/Public (休闲与公共设施区),1.5833333333333333,1.9578900207451218,0.5644110905720813,0.16666666666666666,0.1,0.30454545454545456
7,model,combined,S027,Recreational/Public (休闲与公共设施区),1.6875,2.1262251370288454,0.49229291162340694,0.1875,0.1483050847457627,0.314247295015323
7,base1,borrow,S028,Recreational/Public (休闲与公共设施区),2.5,3.13581462037113,0.7071057352706968,0.20833333333333334,0.1103448275862069,0.4299385191125368
7,base1,return,S028,Recreational/Public (休闲与公共设施区),1.9583333333333333,2.7613402542968153,0.5331971571102007,0.25,0.0234375,0.36486164122137404
7,base1,combined,S028,Recreational/Public (休闲与公共设施区),2.2291666666666665,2.954516316872639,0.6201514461904487,0.22916666666666666,0.047619047619047616,0.40183150183150185
7,base2,borrow,S028,Recreational/Public (休闲与公共设施区),1.6666666666666667,2.0816659994661326,0.46254924412819154,0.16666666666666666,0.0,0.27586206896551724
7,base2,return,S028,Recreational/Public (休闲与公共设施区),1.7916666666666667,2.226731535981231,0.5729502320291794,0.16666666666666666,0.1171875,0.2834353146853147
7,base2,combined,S028,Recreational/Public (休闲与公共设施区),1.7291666666666667,2.155419526062927,0.5177497380786855,0.16666666666666666,0.054945054945054944,0.29372710622710624
7,model,borrow,S028,Recreational/Public (休闲与公共设施区),2.0,2.516611478423583,0.6119334731291253,0.25,0.08275862068965517,0.3378791807103967
7,model,return,S028,Recreational/Public (休闲与公共设施区),1.75,2.48327740429189,0.5029114160693108,0.3333333333333333,0.046875,0.3253264925373135
7,model,combined,S028,Recreational/Public (休闲与公共设施区),1.875,2.5,0.5574224445992181,0.2916666666666667,0.02197802197802198,0.3348561550808742
7,base1,borrow,S029,Recreational/Public (休闲与公共设施区),2.1666666666666665,2.886751345948129,0.6021154527733475,0.25,0.125,0.3871527777777778
7,base1,return,S029,Recreational/Public (休闲与公共设施区),2.0,2.6457513110645907,0.4230929255929256,0.25,0.08,0.3269565217391305
7,base1,combined,S029,Recreational/Public (休闲与公共设施区),2.0833333333333335,2.7688746209726918,0.5126041891831365,0.25,0.014388489208633094,0.3598142762385836
7,base2,borrow,S029,Recreational/Public (休闲与公共设施区),1.4583333333333333,1.9685019685029528,0.5727147449973536,0.3333333333333333,0.1328125,0.2798491379310345
7,base2,return,S029,Recreational/Public (休闲与公共设施区),1.2916666666666667,1.7199806200458578,0.3367536372296434,0.375,0.04666666666666667,0.208951048951049
7,base2,combined,S029,Recreational/Public (休闲与公共设施区),1.375,1.848422751068236,0.45473419111349855,0.3541666666666667,0.03597122302158273,0.2424060751398881
7,model,borrow,S029,Recreational/Public (休闲与公共设施区),2.0,2.614064523559687,0.5815896822475769,0.25,0.140625,0.3576626712328767
7,model,return,S029,Recreational/Public (休闲与公共设施区),1.75,2.29128784747792,0.37630879855517535,0.20833333333333334,0.05333333333333334,0.2822535211267606
7,model,combined,S029,Recreational/Public (休闲与公共设施区),1.875,2.4579802006254377,0.4789492404013762,0.22916666666666666,0.03597122302158273,0.3239908073541167
7,base1,borrow,S030,Recreational/Public (休闲与公共设施区),1.6666666666666667,2.1984843263788196,0.5000844391433636,0.3333333333333333,0.07692307692307693,0.30641025641025643
7,base1,return,S030,Recreational/Public (休闲与公共设施区),1.8333333333333333,2.3804761428476167,0.4214784008262269,0.2916666666666667,0.11267605633802817,0.29376257545271633
7,base1,combined,S030,Recreational/Public (休闲与公共设施区),1.75,2.29128784747792,0.46078141998479527,0.3125,0.09558823529411764,0.3022477283596366
7,base2,borrow,S030,Recreational/Public (休闲与公共设施区),1.625,2.0514222708485286,0.5837915189385777,0.3333333333333333,0.11538461538461539,0.2891246684350133
7,base2,return,S030,Recreational/Public (休闲与公共设施区),1.2916666666666667,2.01038968030247,0.4851534473625267,0.375,0.007042253521126761,0.22141239042647487
7,base2,combined,S030,Recreational/Public (休闲与公共设施区),1.4583333333333333,2.03100960115899,0.5344724831505522,0.3541666666666667,0.058823529411764705,0.2655228758169934
7,model,borrow,S030,Recreational/Public (休闲与公共设施区),1.4583333333333333,1.9685019685029528,0.47553488178488185,0.375,0.023076923076923078,0.2774076317383404
7,model,return,S030,Recreational/Public (休闲与公共设施区),1.5416666666666667,2.111476576553321,0.37040644540644535,0.3333333333333333,0.06338028169014084,0.24864979349782912
7,model,combined,S030,Recreational/Public (休闲与公共设施区),1.5,2.041241452319315,0.4229706635956636,0.3541666666666667,0.04411764705882353,0.2680995475113122
