target_d,method,variable,station_id,zone,mae,rmse,smape,hit10,total_relative_error,share_l1
7,base2,combined,S014,Recreational/Public (休闲与公共设施区),2.6666666666666665,3.378855822118882,0.6184491086793255,0.125,0.26903553299492383,0.18517343485617596
7,model,borrow,S014,Recreational/Public (休闲与公共设施区),1.9583333333333333,2.57390753524675,0.48931100683229173,0.2916666666666667,0.015957446808510637,0.25242285841595186
7,model,return,S014,Recreational/Public (休闲与公共设施区),2.0416666666666665,2.6848339489311686,0.4379087272121585,0.3333333333333333,0.16990291262135923,0.22341452336342474
7,model,combined,S014,Recreational/Public (休闲与公共设施区),2.0,2.6299556396765835,0.46360986702222506,0.3125,0.08121827411167512,0.23843845528227275
7,base1,borrow,S015,Recreational/Public (休闲与公共设施区),1.7916666666666667,2.669269563007828,0.5128774207662685,0.3333333333333333,0.005780346820809248,0.2500166101920138
7,base1,return,S015,Recreational/Public (休闲与公共设施区),1.7916666666666667,2.282177322938192,0.4249272145533514,0.2916666666666667,0.08108108108108109,0.24483306836248014
7,base1,combined,S015,Recreational/Public (休闲与公共设施区),1.7916666666666667,2.48327740429189,0.46890231765980994,0.3125,0.03910614525139665,0.2502273613096011
7,base2,borrow,S015,Recreational/Public (休闲与公共设施区),2.25,2.7233557730613653,0.8003326348275198,0.08333333333333333,0.16184971098265896,0.25138529001395254
7,base2,return,S015,Recreational/Public (休闲与公共设施区),2.0833333333333335,2.6770630673681683,0.5344145514978847,0.20833333333333334,0.22702702702702704,0.16941976941976944
7,base2,combined,S015,Recreational/Public (休闲与公共设施区),2.1666666666666665,2.7003086243366083,0.6673735931627022,0.14583333333333334,0.19553072625698323,0.20763500931098694
7,model,borrow,S015,Recreational/Public (休闲与公共设施区),1.5833333333333333,2.3804761428476167,0.4886899700284841,0.4166666666666667,0.03468208092485549,0.21861479353431865
7,model,return,S015,Recreational/Public (休闲与公共设施区),1.625,2.131118642090737,0.4060770819512772,0.3333333333333333,0.11351351351351352,0.2080421885299934
7,model,combined,S015,Recreational/Public (休闲与公共设施区),1.6041666666666667,2.25924028528766,0.4473835259898806,0.375,0.07541899441340782,0.21507535992168644
7,base1,borrow,S016,Commercial/Transit (商业与交通枢纽区),1.875,2.318404623873926,0.4565877035603891,0.16666666666666666,0.09595959595959595,0.21601489757914338
7,base1,return,S016,Commercial/Transit (商业与交通枢纽区),2.5833333333333335,3.2015621187164243,0.5998751940626389,0.16666666666666666,0.05970149253731343,0.32583116165205717
7,base1,combined,S016,Commercial/Transit (商业与交通枢纽区),2.2291666666666665,2.7950849718747373,0.528231448811514,0.16666666666666666,0.07769423558897243,0.27540318186771273
7,base2,borrow,S016,Commercial/Transit (商业与交通枢纽区),1.875,2.3892118644719083,0.31999024225026257,0.25,0.18686868686868688,0.14818997427693079
7,base2,return,S016,Commercial/Transit (商业与交通枢纽区),2.125,2.669269563007828,0.43550935396898577,0.25,0.18407960199004975,0.1924523722849169
7,base2,combined,S016,Commercial/Transit (商业与交通枢纽区),2.0,2.533114025595111,0.3777497981096241,0.25,0.18546365914786966,0.17010217852323117
7,model,borrow,S016,Commercial/Transit (商业与交通枢纽区),1.7916666666666667,2.188987589427283,0.4444029668553548,0.2916666666666667,0.11616161616161616,0.18354978354978357
7,model,return,S016,Commercial/Transit (商业与交通枢纽区),2.5,3.1490739379485304,0.5884238093745596,0.25,0.07960199004975124,0.31087804222132587
7,model,combined,S016,Commercial/Transit (商业与交通枢纽区),2.1458333333333335,2.7118566825454966,0.5164133881149572,0.2708333333333333,0.09774436090225563,0.25221386800334167
7,base1,borrow,S017,Recreational/Public (休闲与公共设施区),1.9583333333333333,2.3540744819709225,0.6525009918888637,0.2916666666666667,0.08270676691729323,0.35682957393483705
